note_id,ticket_id,station_id,note_ts_utc,author_role,sop_reference,parts_used,note_text
NOT-000040,TIC-00010,CF-ST-27329,2026-02-19T10:17:19.259627+00:00,field_technician,SOP-NET-04,none,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000041,TIC-00011,CF-ST-33183,2026-03-21T05:25:19.259627+00:00,operations_manager,SOP-NET-04,breaker_module,Arrived on site after repeated breaker_trip alerts. Confirmed Power delivery interrupted after breaker trip. and isolated charger port 16.
NOT-000042,TIC-00011,CF-ST-33183,2026-03-21T05:37:19.259627+00:00,field_technician,SOP-NET-04,breaker_module,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000043,TIC-00011,CF-ST-33183,2026-03-21T05:49:19.259627+00:00,field_technician,SOP-CHG-12,connector_cable,Applied resolution step tighten_terminal. Monitored two successful restart cycles before returning asset to service.
NOT-000044,TIC-00011,CF-ST-33183,2026-03-21T06:01:19.259627+00:00,operations_manager,SOP-NET-04,breaker_module,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000045,TIC-00012,CF-ST-39314,2026-03-01T08:49:19.259627+00:00,field_technician,SOP-NET-04,none,Arrived on site after repeated cooling_alarm alerts. Confirmed Thermal management exceeded the safe operating threshold. and isolated charger port 1.
NOT-000046,TIC-00012,CF-ST-39314,2026-03-01T09:01:19.259627+00:00,operations_manager,SOP-SAFE-09,breaker_module,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000047,TIC-00012,CF-ST-39314,2026-03-01T09:13:19.259627+00:00,operations_manager,SOP-NET-04,connector_cable,Applied resolution step reset_payment_terminal. Monitored two successful restart cycles before returning asset to service.
NOT-000048,TIC-00012,CF-ST-39314,2026-03-01T09:25:19.259627+00:00,operations_manager,SOP-SAFE-09,connector_cable,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000049,TIC-00013,CF-ST-39714,2026-03-12T22:57:19.259627+00:00,operations_manager,SOP-CHG-12,breaker_module,Arrived on site after repeated connector_fault alerts. Confirmed Connector latch error detected during handshake. and isolated charger port 3.
NOT-000050,TIC-00013,CF-ST-39714,2026-03-12T23:09:19.259627+00:00,operations_manager,SOP-CHG-12,breaker_module,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000051,TIC-00013,CF-ST-39714,2026-03-12T23:21:19.259627+00:00,field_technician,SOP-SAFE-09,card_reader,Applied resolution step replace_cable. Monitored two successful restart cycles before returning asset to service.
NOT-000052,TIC-00013,CF-ST-39714,2026-03-12T23:33:19.259627+00:00,operations_manager,SOP-CHG-12,card_reader,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000053,TIC-00014,CF-ST-39720,2026-03-16T17:54:19.259627+00:00,field_technician,SOP-SAFE-09,none,Arrived on site after repeated cooling_alarm alerts. Confirmed Thermal management exceeded the safe operating threshold. and isolated charger port 2.
NOT-000054,TIC-00014,CF-ST-39720,2026-03-16T18:06:19.259627+00:00,field_technician,SOP-SAFE-09,breaker_module,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000055,TIC-00014,CF-ST-39720,2026-03-16T18:18:19.259627+00:00,operations_manager,SOP-CHG-12,breaker_module,Applied resolution step update_firmware. Monitored two successful restart cycles before returning asset to service.
NOT-000056,TIC-00014,CF-ST-39720,2026-03-16T18:30:19.259627+00:00,field_technician,SOP-CHG-12,breaker_module,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000057,TIC-00015,CF-ST-39728,2026-03-02T23:57:19.259627+00:00,operations_manager,SOP-SAFE-09,none,Arrived on site after repeated cooling_alarm alerts. Confirmed Thermal management exceeded the safe operating threshold. and isolated charger port 1.
NOT-000058,TIC-00015,CF-ST-39728,2026-03-03T00:09:19.259627+00:00,operations_manager,SOP-SAFE-09,card_reader,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000059,TIC-00015,CF-ST-39728,2026-03-03T00:21:19.259627+00:00,field_technician,SOP-SAFE-09,connector_cable,Applied resolution step tighten_terminal. Monitored two successful restart cycles before returning asset to service.
NOT-000060,TIC-00015,CF-ST-39728,2026-03-03T00:33:19.259627+00:00,operations_manager,SOP-NET-04,breaker_module,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000061,TIC-00016,CF-ST-39872,2026-03-20T22:51:19.259627+00:00,operations_manager,SOP-CHG-12,card_reader,Arrived on site after repeated breaker_trip alerts. Confirmed Power delivery interrupted after breaker trip. and isolated charger port 2.
NOT-000062,TIC-00016,CF-ST-39872,2026-03-20T23:03:19.259627+00:00,field_technician,SOP-NET-04,breaker_module,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000063,TIC-00016,CF-ST-39872,2026-03-20T23:15:19.259627+00:00,operations_manager,SOP-SAFE-09,connector_cable,Applied resolution step tighten_terminal. Monitored two successful restart cycles before returning asset to service.
NOT-000064,TIC-00016,CF-ST-39872,2026-03-20T23:27:19.259627+00:00,operations_manager,SOP-SAFE-09,connector_cable,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000065,TIC-00017,CF-ST-39886,2026-03-13T23:31:19.259627+00:00,field_technician,SOP-SAFE-09,none,Arrived on site after repeated breaker_trip alerts. Confirmed Power delivery interrupted after breaker trip. and isolated charger port 3.
NOT-000066,TIC-00017,CF-ST-39886,2026-03-13T23:43:19.259627+00:00,operations_manager,SOP-CHG-12,breaker_module,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000067,TIC-00017,CF-ST-39886,2026-03-13T23:55:19.259627+00:00,operations_manager,SOP-CHG-12,none,Applied resolution step update_firmware. Monitored two successful restart cycles before returning asset to service.
NOT-000068,TIC-00017,CF-ST-39886,2026-03-14T00:07:19.259627+00:00,operations_manager,SOP-NET-04,connector_cable,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000069,TIC-00018,CF-ST-39890,2026-03-07T12:27:19.259627+00:00,field_technician,SOP-NET-04,breaker_module,Arrived on site after repeated network_dropout alerts. Confirmed Heartbeat packets dropped for more than five minutes. and isolated charger port 1.
NOT-000070,TIC-00018,CF-ST-39890,2026-03-07T12:39:19.259627+00:00,operations_manager,SOP-SAFE-09,breaker_module,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000071,TIC-00018,CF-ST-39890,2026-03-07T12:51:19.259627+00:00,field_technician,SOP-CHG-12,card_reader,Applied resolution step update_firmware. Monitored two successful restart cycles before returning asset to service.
NOT-000072,TIC-00018,CF-ST-39890,2026-03-07T13:03:19.259627+00:00,operations_manager,SOP-NET-04,none,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000073,TIC-00019,CF-ST-39896,2026-02-19T10:04:19.259627+00:00,operations_manager,SOP-CHG-12,none,Arrived on site after repeated network_dropout alerts. Confirmed Heartbeat packets dropped for more than five minutes. and isolated charger port 1.
NOT-000074,TIC-00019,CF-ST-39896,2026-02-19T10:16:19.259627+00:00,field_technician,SOP-NET-04,card_reader,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000075,TIC-00019,CF-ST-39896,2026-02-19T10:28:19.259627+00:00,field_technician,SOP-CHG-12,breaker_module,Applied resolution step reboot_controller. Monitored two successful restart cycles before returning asset to service.
NOT-000076,TIC-00019,CF-ST-39896,2026-02-19T10:40:19.259627+00:00,operations_manager,SOP-CHG-12,card_reader,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000077,TIC-00020,CF-ST-39912,2026-03-13T17:36:19.259627+00:00,operations_manager,SOP-CHG-12,connector_cable,Arrived on site after repeated network_dropout alerts. Confirmed Heartbeat packets dropped for more than five minutes. and isolated charger port 2.
NOT-000078,TIC-00020,CF-ST-39912,2026-03-13T17:48:19.259627+00:00,field_technician,SOP-NET-04,breaker_module,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000079,TIC-00020,CF-ST-39912,2026-03-13T18:00:19.259627+00:00,field_technician,SOP-CHG-12,connector_cable,Applied resolution step update_firmware. Monitored two successful restart cycles before returning asset to service.
NOT-000080,TIC-00020,CF-ST-39912,2026-03-13T18:12:19.259627+00:00,operations_manager,SOP-CHG-12,breaker_module,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000081,TIC-00021,CF-ST-39935,2026-03-23T15:37:19.259627+00:00,field_technician,SOP-NET-04,connector_cable,Arrived on site after repeated breaker_trip alerts. Confirmed Power delivery interrupted after breaker trip. and isolated charger port 2.
NOT-000082,TIC-00021,CF-ST-39935,2026-03-23T15:49:19.259627+00:00,field_technician,SOP-CHG-12,connector_cable,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000083,TIC-00021,CF-ST-39935,2026-03-23T16:01:19.259627+00:00,field_technician,SOP-NET-04,card_reader,Applied resolution step reboot_controller. Monitored two successful restart cycles before returning asset to service.
NOT-000084,TIC-00021,CF-ST-39935,2026-03-23T16:13:19.259627+00:00,field_technician,SOP-NET-04,card_reader,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000085,TIC-00022,CF-ST-39949,2026-02-14T17:30:19.259627+00:00,operations_manager,SOP-SAFE-09,breaker_module,Arrived on site after repeated cooling_alarm alerts. Confirmed Thermal management exceeded the safe operating threshold. and isolated charger port 1.
NOT-000086,TIC-00022,CF-ST-39949,2026-02-14T17:42:19.259627+00:00,operations_manager,SOP-CHG-12,card_reader,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000087,TIC-00022,CF-ST-39949,2026-02-14T17:54:19.259627+00:00,operations_manager,SOP-SAFE-09,card_reader,Applied resolution step reboot_controller. Monitored two successful restart cycles before returning asset to service.
NOT-000088,TIC-00022,CF-ST-39949,2026-02-14T18:06:19.259627+00:00,field_technician,SOP-SAFE-09,card_reader,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000089,TIC-00023,CF-ST-46473,2026-03-21T01:16:19.259627+00:00,operations_manager,SOP-CHG-12,card_reader,Arrived on site after repeated breaker_trip alerts. Confirmed Power delivery interrupted after breaker trip. and isolated charger port 6.
NOT-000090,TIC-00023,CF-ST-46473,2026-03-21T01:28:19.259627+00:00,field_technician,SOP-NET-04,none,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000091,TIC-00023,CF-ST-46473,2026-03-21T01:40:19.259627+00:00,operations_manager,SOP-CHG-12,card_reader,Applied resolution step replace_cable. Monitored two successful restart cycles before returning asset to service.
NOT-000092,TIC-00023,CF-ST-46473,2026-03-21T01:52:19.259627+00:00,field_technician,SOP-NET-04,breaker_module,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000093,TIC-00024,CF-ST-46744,2026-03-08T16:54:19.259627+00:00,operations_manager,SOP-NET-04,breaker_module,Arrived on site after repeated connector_fault alerts. Confirmed Connector latch error detected during handshake. and isolated charger port 1.
NOT-000094,TIC-00024,CF-ST-46744,2026-03-08T17:06:19.259627+00:00,field_technician,SOP-CHG-12,connector_cable,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000095,TIC-00024,CF-ST-46744,2026-03-08T17:18:19.259627+00:00,operations_manager,SOP-NET-04,card_reader,Applied resolution step reboot_controller. Monitored two successful restart cycles before returning asset to service.
NOT-000096,TIC-00024,CF-ST-46744,2026-03-08T17:30:19.259627+00:00,operations_manager,SOP-CHG-12,card_reader,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000097,TIC-00025,CF-ST-46974,2026-02-19T07:17:19.259627+00:00,field_technician,SOP-NET-04,connector_cable,Arrived on site after repeated cooling_alarm alerts. Confirmed Thermal management exceeded the safe operating threshold. and isolated charger port 1.
NOT-000098,TIC-00025,CF-ST-46974,2026-02-19T07:29:19.259627+00:00,field_technician,SOP-NET-04,connector_cable,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000099,TIC-00025,CF-ST-46974,2026-02-19T07:41:19.259627+00:00,field_technician,SOP-NET-04,none,Applied resolution step update_firmware. Monitored two successful restart cycles before returning asset to service.
NOT-000100,TIC-00025,CF-ST-46974,2026-02-19T07:53:19.259627+00:00,operations_manager,SOP-SAFE-09,breaker_module,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000101,TIC-00026,CF-ST-47594,2026-03-15T06:14:19.259627+00:00,operations_manager,SOP-SAFE-09,breaker_module,Arrived on site after repeated payment_reader_error alerts. Confirmed Payment authorization repeatedly timed out. and isolated charger port 1.
NOT-000102,TIC-00026,CF-ST-47594,2026-03-15T06:26:19.259627+00:00,operations_manager,SOP-SAFE-09,breaker_module,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000103,TIC-00026,CF-ST-47594,2026-03-15T06:38:19.259627+00:00,operations_manager,SOP-SAFE-09,card_reader,Applied resolution step reboot_controller. Monitored two successful restart cycles before returning asset to service.
NOT-000104,TIC-00026,CF-ST-47594,2026-03-15T06:50:19.259627+00:00,field_technician,SOP-SAFE-09,none,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000105,TIC-00027,CF-ST-1531,2026-03-10T15:34:19.380564+00:00,operations_manager,SOP-CHG-12,card_reader,Arrived on site after repeated preventive_check alerts. Confirmed routine inspection findings and isolated charger port 1.
NOT-000106,TIC-00027,CF-ST-1531,2026-03-10T15:46:19.380564+00:00,operations_manager,SOP-SAFE-09,none,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000107,TIC-00027,CF-ST-1531,2026-03-10T15:58:19.380564+00:00,operations_manager,SOP-NET-04,none,Applied resolution step update_firmware. Monitored two successful restart cycles before returning asset to service.
NOT-000108,TIC-00027,CF-ST-1531,2026-03-10T16:10:19.380564+00:00,field_technician,SOP-CHG-12,card_reader,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000109,TIC-00028,CF-ST-7196,2026-02-14T15:34:19.380570+00:00,field_technician,SOP-SAFE-09,connector_cable,Arrived on site after repeated preventive_check alerts. Confirmed routine inspection findings and isolated charger port 1.
NOT-000110,TIC-00028,CF-ST-7196,2026-02-14T15:46:19.380570+00:00,field_technician,SOP-NET-04,none,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000111,TIC-00028,CF-ST-7196,2026-02-14T15:58:19.380570+00:00,operations_manager,SOP-SAFE-09,connector_cable,Applied resolution step update_firmware. Monitored two successful restart cycles before returning asset to service.
NOT-000112,TIC-00028,CF-ST-7196,2026-02-14T16:10:19.380570+00:00,field_technician,SOP-SAFE-09,none,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000113,TIC-00029,CF-ST-21450,2026-02-22T15:34:19.380575+00:00,field_technician,SOP-NET-04,card_reader,Arrived on site after repeated preventive_check alerts. Confirmed routine inspection findings and isolated charger port 1.
NOT-000114,TIC-00029,CF-ST-21450,2026-02-22T15:46:19.380575+00:00,field_technician,SOP-SAFE-09,none,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000115,TIC-00029,CF-ST-21450,2026-02-22T15:58:19.380575+00:00,field_technician,SOP-SAFE-09,card_reader,Applied resolution step reboot_controller. Monitored two successful restart cycles before returning asset to service.
NOT-000116,TIC-00029,CF-ST-21450,2026-02-22T16:10:19.380575+00:00,field_technician,SOP-NET-04,none,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000117,TIC-00030,CF-ST-21565,2026-03-05T15:34:19.380578+00:00,operations_manager,SOP-NET-04,connector_cable,Arrived on site after repeated preventive_check alerts. Confirmed routine inspection findings and isolated charger port 1.
NOT-000118,TIC-00030,CF-ST-21565,2026-03-05T15:46:19.380578+00:00,operations_manager,SOP-CHG-12,connector_cable,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000119,TIC-00030,CF-ST-21565,2026-03-05T15:58:19.380578+00:00,field_technician,SOP-NET-04,connector_cable,Applied resolution step reboot_controller. Monitored two successful restart cycles before returning asset to service.
NOT-000120,TIC-00030,CF-ST-21565,2026-03-05T16:10:19.380578+00:00,operations_manager,SOP-NET-04,connector_cable,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000121,TIC-00031,CF-ST-25491,2026-03-05T15:34:19.380582+00:00,operations_manager,SOP-NET-04,breaker_module,Arrived on site after repeated preventive_check alerts. Confirmed routine inspection findings and isolated charger port 1.
NOT-000122,TIC-00031,CF-ST-25491,2026-03-05T15:46:19.380582+00:00,operations_manager,SOP-SAFE-09,connector_cable,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000123,TIC-00031,CF-ST-25491,2026-03-05T15:58:19.380582+00:00,field_technician,SOP-CHG-12,connector_cable,Applied resolution step update_firmware. Monitored two successful restart cycles before returning asset to service.
NOT-000124,TIC-00031,CF-ST-25491,2026-03-05T16:10:19.380582+00:00,field_technician,SOP-NET-04,breaker_module,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000125,TIC-00032,CF-ST-25516,2026-03-10T15:34:19.380586+00:00,field_technician,SOP-SAFE-09,none,Arrived on site after repeated preventive_check alerts. Confirmed routine inspection findings and isolated charger port 1.
NOT-000126,TIC-00032,CF-ST-25516,2026-03-10T15:46:19.380586+00:00,field_technician,SOP-SAFE-09,none,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000127,TIC-00032,CF-ST-25516,2026-03-10T15:58:19.380586+00:00,operations_manager,SOP-NET-04,card_reader,Applied resolution step reset_payment_terminal. Monitored two successful restart cycles before returning asset to service.
NOT-000128,TIC-00032,CF-ST-25516,2026-03-10T16:10:19.380586+00:00,field_technician,SOP-NET-04,none,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000129,TIC-00033,CF-ST-33183,2026-02-14T15:34:19.380590+00:00,operations_manager,SOP-SAFE-09,none,Arrived on site after repeated preventive_check alerts. Confirmed routine inspection findings and isolated charger port 1.
NOT-000130,TIC-00033,CF-ST-33183,2026-02-14T15:46:19.380590+00:00,field_technician,SOP-SAFE-09,card_reader,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000131,TIC-00033,CF-ST-33183,2026-02-14T15:58:19.380590+00:00,field_technician,SOP-NET-04,none,Applied resolution step update_firmware. Monitored two successful restart cycles before returning asset to service.
NOT-000132,TIC-00033,CF-ST-33183,2026-02-14T16:10:19.380590+00:00,field_technician,SOP-SAFE-09,card_reader,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000133,TIC-00034,CF-ST-39726,2026-02-25T15:34:19.380594+00:00,field_technician,SOP-SAFE-09,none,Arrived on site after repeated preventive_check alerts. Confirmed routine inspection findings and isolated charger port 1.
NOT-000134,TIC-00034,CF-ST-39726,2026-02-25T15:46:19.380594+00:00,operations_manager,SOP-NET-04,breaker_module,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000135,TIC-00034,CF-ST-39726,2026-02-25T15:58:19.380594+00:00,operations_manager,SOP-SAFE-09,breaker_module,Applied resolution step replace_cable. Monitored two successful restart cycles before returning asset to service.
NOT-000136,TIC-00034,CF-ST-39726,2026-02-25T16:10:19.380594+00:00,field_technician,SOP-CHG-12,none,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000137,TIC-00035,CF-ST-39901,2026-02-27T15:34:19.380599+00:00,operations_manager,SOP-NET-04,connector_cable,Arrived on site after repeated preventive_check alerts. Confirmed routine inspection findings and isolated charger port 1.
